Posting time 	Number of images	Description under the image	Year	Make and Model 	Condition 	Cylinders 	Drive 	Fuel 	Odometer 	Paint color	Size	Title Status 	Transmission	VIN
"2018-01-28  5:07pm
                "	10	I have a 2000 Eddie Bauer with a newly rebuilt trans but the engine locked up. Bought a 1998 in good shape runs good everything works, just needs trans. The 2000 is red, 98 is gold. 2000 has good leather interior, 98 has good cloth interior. Clean titles on both. Take $2150.00 for both, take trans from 2000 an put in 1998 an have a nice ride it only has 165000 miles on it.    	1998		 good	 8 cylinders	 4wd	 gas	 165000	 brown	 full-size	 clean	 automatic	 Xxxxxxx
"2018-01-27  8:59am
                "	5	I have a 2003 v10 limited ford excursion 4x4 in pretty good shape. Everything works. Seats recently recovered. Great all terrain tires. No rust (came from Texas) Please call me @ 2o5-7one2-1965 for more details.    	2003		 good	 10 cylinders	 4wd	 gas	 220000			 clean	 automatic	
"2018-02-01  6:43am
                "	11	"A 2012 Jeep Wrangler Unlimited 4 door that is loaded up. It has the 3.6 liter V-6 engine with automatic transmission. It has power windows, power locks, power mirrors, two keyless entry remotes, homelink rear view mirror, cruise control, factory hardtop, hardtop insulation, spiderweb shade, running boards, front and rear bumper black trim inserts, Cibie headlights, towing package both front and rear with wiring harnesses, under front seat steel lockable storage box, front and rear entry threshold protectors, r front entry assist handles, Rubicon Hard Rock red shocks, rear tail light guards, spare tire cover, weather tech floor mats and cargo liner, Rubicon Hard Rock wheels and new all terrian tires, factory RHB 430N touchscreen Navigation stereo radio with DVD player,  Sirius and Bluetooth with Navi directions that show in the instrument cluster. The radio can show local gas stations and fuel prices along with weather forecasts. I am sure it has a few more options that I am forgetting. The Jeep is wired up to tow behind a motorhome and has front Blue Ox hitch on it.
Color is deep cherry red crystal pearlcoat with black cloth seats. Mileage is 46,500. Adult owner, garage kept and never off road with joy mud ridding.
Looking to sell outright for $27,995 or may trade with additional $$ for a 75th Anniversary JKU.    "	2012		 excellent	 6 cylinders	 4wd	 gas	 46500			 clean	 automatic	
"2018-02-03  7:44am
                "	8	For sale 1989 Samauri good condition. Cold A/C, no rust, runs good ready to go. Great for hunting or off roading. Co-op grips , tinted windows, am fm cd, warn winch.    	1989		 good	 4 cylinders	 4wd	 gas	 78400	 green		 clean	 manual	 JS4JC51V2K4170078
"2018-01-24  9:57am
                "		"A/C - Heat, 4 Passenger, Cloth Interior, Clean Title, Runs Excellent, Well Maintained.

$1000    "	1998		 excellent	 8 cylinders	 4wd	 gas		 black	 full-size	 clean	 automatic	
"2018-01-10 11:53am
                "	4	1998 Chevrolet Cavalier 160,000 miles run great good gas saver    	1998		 good	 4 cylinders		 gas	 160000			 clean	 automatic	
"2018-01-29  1:09pm
                "	8	85000 actual miles All original, except paint , electric windows and locks automatic  cruise,  new tires,brakes, transmission serviced a/c and heat price is negotiable within reason or possible trade    	1992			 8 cylinders	 rwd	 gas		 white	 full-size	 clean	 automatic	
"2018-01-31 12:24pm
                "	6	Nice Nissan Quest min van. Only has 102K on miles. Has new tires and runs really good. Interior is in great shape. Priced below market and ready to sell to new owner for them to enjoy.    	2009		 good			 gas				 clean	 automatic	
"2018-02-03  7:25am
                "		"1975 el camino laguna... Rebuilt 350 engine, rebuilt 350 trans... Brand new edelbrock carb... Almost new tires, flowmaster headers and exhaust.. Reupholstered interior. No rust no leaks... Needs paint job... Runs great!! Very rare car for price and condition...Interested call or txt  show contact info
"	1975		 fair	 8 cylinders	 rwd	 gas		 blue		 clean	 automatic	
"2018-01-31  2:43pm
                "	9	"Nice Toyota Camry for sale. Has really good rubber and runs great. Has 165K on miles. Interior in really good shape as the pics show. If interested please call  show contact info
.    "	2003					 gas	 165994			 clean	 automatic	
"2018-01-31  9:58am
                "		"For Sale is a Country Find 60K Mile 1998 Mustang Convertible, Dark Green Black Top and Tan Interior, Clean Runs Very Very Smooth, 2010 Mustang GT Rims on it, Stang Seat Seat Covers, Sharp Car!!! Make it a Collector, Can have original rims too. $3850 or make offer. Call  show contact info
"	1998					 gas	 66000			 clean	 automatic	
"2018-01-31 10:10am
                "		"For Sale is My Fast 1995 Mustang GTS 5Speed Old School Built 1985 302 with alot of extras. Very Fast, Very Fun!!! Must bring Cash to Test Ride,  Bright Red With Tan interior and Stang Front Seat Covers, Tach and light. Great for a Father Son learn to drive a Hot Rod Car!  Lowered with Boss Rims, Handles Fast Good! Hi Rise Hood to Clear the Hi Rise and Carb!  $4850 Call  show contact info
.    "	1995					 gas	 148000			 clean	 manual	
"2018-02-03  7:13am
                "	2	Anniversary Edition 2002 Chevy Camaro Z28 with SS spoiler and hood... LS1 engine with 408 stroker kit, comp cam LSXR intake 102 mm BigMouth throttle body ...LS3 aluminum heads, dynoed at 495 rwhp, 6 speed ... T-tops, heat and A/C works..Less than 10,000 miles on rebuilt motor, 145,000 on body.. 9 inch detroit locker rear end with 3.90 gear. Custom wheels, upgraded brake package and suspension, Borla exhaust....sounds, looks and rides like a winner and its a head turner...much more to it.. If interested or Any questions feel free... txt only.. Car has no issues; no leaks, no smoke, no suspicious sounds... Pics upon request    	2002		 good	 8 cylinders	 rwd	 gas		 silver		 clean	 manual	
"2018-01-05 10:02pm
                "	7	07 impala run good trans shift smooth like it should cold air hot heat tires ok miles 190850 still run great $3500 OBO    	2007		 fair	 6 cylinders	 fwd	 gas	 190850	 red	 mid-size	 clean	 automatic	
"2018-02-03  7:13am
                "	15	"2001 Toyota Tacoma Prerunner   4Door $8,900  170,474 miles  CarFax Certified  No Accidents   2 Owner Clean Title 

3.4 V-6 Auto trans Southern Truck..  No rust... Body and Paint Perfect...Interior very good..Double cab

New Set Yokohama Tires.. Rides and Drives strong and true Electric Windows..Locks..Cruise..Remote Entry

view my website for other Tacomas, 4 Runners, Tundra, and Land Cruisers www.cooperswholesalecars.com

No Dealer Doc Fees 

Visit car lot at 8041 Hiway 45 Alt North, West Point MS 39773 Next to Tin Lizzie restaurant

Call/text anytime Hugh Cooper 662-352-4356 $8,900 Cash...No Trades ..No Financing    "	2001		 like new	 6 cylinders	 rwd	 gas	 170474	 silver	 mid-size	 clean	 automatic	
"2018-02-03  7:11am
                "	18	"1992 Jeep Wrangler  161,975 Miles  4 Cy Manual Trans   New Tires   Unique Paint Power steering  NO A/C heat works fine

Runs and drives great..No Issues..Seats good..canvas top and Windows very Good .Also have Bikini/ExtraTop see Pictures..also have spare tire mount for rear of jeep..see in pictures inside back of jeep

Cheaper than a used 4 Wheeler.....1/2 price of used Side by Side Razor

View my website www.cooperswholesalecars.com for Toyota Tacomas, Tundra, 4 Runners Land cruisers 

Visit car lot at 8041 Hiway 45 Alt North, West Point MS 39773 Next to Tin Lizzie restaurant

No Dealer Doc Fees but 5% MS Sales Tax will be collected if you reside in MS..No Tax if Out of State

662-352-4356 HUGH COOPER--$4,900 Cash plus Tax    "	1992		 good	 4 cylinders	 4wd	 gas	 1612975	 custom	 mid-size	 clean	 manual	
"2018-02-03  7:09am
                "	9	"2008 Ford Crown Vic Police Interceptor $2,90 only 91,742 Miles Black and white exterior...Interior Good

Vinyl Back Seat...Everything works fine..Elect windows..Heat A/C ..Locks...Brand new tires..Clean Title

View my website www.cooperswholesalecars.com for Toyota Tacomas, Tundra, 4 Runners Land cruisers 

Visit car lot at 8041 Hiway 45 Alt North, West Point MS 39773 Next to Tin Lizzie restaurant

662-352-4356 HUGH COOPER--$2,900 Cash plus Tax    "	2008		 good	 8 cylinders	 rwd	 gas	 91742	 black	 full-size	 clean	 automatic	
"2018-02-03  7:08am
                "	19	"2000 Lincoln Navigator    146,256 miles   $3,900  No Accidents  Local Car clean title..Not Salvage or Northern vehicle. no Rust

Has every option..Heated seats , Memory Seats electric windows , Locks ..Cruise..Factory Cd...Rear Heat and Air

3rd Row seat..Leather interior..  Body and Paint very good...5.4 V-8 Auto Trans

Brand new tires...No story to tell...No apologies...Rides, Shifts and drives smooth as silk

View my website www.cooperswholesalecars.com for  Toyota Tacomas, Tundras, 4 Runners Land Cruisers  

Visit car lot at 8041 Hiway 45 Alt North, West Point MS 39773 Next to Tin Lizzie restaurant

662-352-4356 HUGH COOPER--$3,900 Cash plus Tax    "	2000		 excellent	 8 cylinders	 rwd	 gas	 146256	 brown	 full-size	 clean	 automatic	
"2018-02-03  7:06am
                "	11	"1998 Toyota Land Cruiser $6,900 194,117 V-8 Auto Trans 4WD Southern Vehicle No rust..No Accidents Clean title

Beautiful White Cruiser here...Blue Leather Interior, good...Sun Roof 3rd Row seating...Very Good Tires

No Warning lights on...Electric Locks, Windows, Sun roof...A/C..All Work like they should..

All Wheel Drive...REAR DIFFERENTIAL LOCK SWITCH...SEE PICTURE  Timing Belt has been changed..SEE PICTURE

View my website www.cooperswholesalecars.com for other land cruiser, 4 runners, Tacomas, Tundras and Land Cruisers

No Dealer Doc Fees but 5% MS Sales Tax will be collected if you reside in MS..No Tax if Out of State

Visit car lot at 8041 Hiway 45 Alt North, West Point MS 39773  Next to Tin Lizzie restaurant

Call/text anytime Hugh Cooper 662-352-4356 $6,900 Cash...No Trades..No Financing..No haggling.

"	1998		 excellent	 8 cylinders	 4wd	 gas	 194117	 white	 full-size	 clean	 automatic	
"2018-01-24  3:52pm
                "	12	"I have for sale a 2000 Chevrolet Corvette. It is a V8 5.7, automatic, leather seats, tinted windows, led headlights, heads up display, C6 wheels, 96,000 miles, BTR Stage 3 Cam, Long Tube Headers, X Pipe, and Borla Exhaust. Located in Blue Springs, MS. Asking $10,200. Call or text me at  show contact info
. NO JOY RIDES.    "	2000			 8 cylinders		 gas	 96000			 clean	 automatic	
"2018-01-24  4:32pm
                "	7	"I have for sale a 2003 Jeep Liberty Renegade 4x4. It has PW, PL, keyless entry, V6, cloth/leather seats, new mud tires, 2 1/2 inch Lift, and has high miles. Runs and drives great. Located in Blue Springs, MS. Asking $3900. Call or text me at  show contact info
.    "	2003			 6 cylinders		 gas				 clean	 automatic	
"2018-01-31  9:40am
                "	9	"I have for sale a 2014 Nissan Altima SL. It has aluminum wheels, sunroof, navigation, 4 cylinder, backup camera, keyless entry, remote start, black heated leather seats, 99,000 miles, Bose radio, Sirius radio activated, LED lights under rocker panel, and heated steering wheel. Really nice ride. Located in Blue Springs, MS. Asking $9,200. Call or text me at  show contact info
.    "	2014			 4 cylinders		 gas	 99000			 clean	 automatic	
"2018-01-27  6:06pm
                "	6	2001 Cummins. New tires.  Everything works    2wd automatic.    Very reliable 24+ mpgs.    	2001					 diesel				 clean	 automatic	
"2018-02-03  5:10am
                "	2	"road ready just pasted inspection
excellent interior
3.4L engine
keyless entry and keyless start,
157k miles
leather seats,
transmission automatic    "	2001					 gas				 clean	 automatic	
"2018-01-30 10:08am
                "	10	"2006 Nissan Altima 2.5 car has 181000 miles runs and drives great motor has been replaced great gas saver vehicle has a little faded paint damage but the body is straight as an arrow clean interior if you're interested please call Ray  show contact info
"	2006					 gas				 clean	 automatic	
"2018-01-15  8:46am
                "	5	"I have a 2004 Chevrolet Silverado crew cab z71 for sale. It has 161k miles. It has the 5.3 v8. Toyo at tires still in good shape, leather, heated seats, dual climate control, power everything, loaded out except sunroof. Truck runs and drives great. 4wd works. Text for faster response  show contact info
"	2004					 gas				 clean	 automatic	
"2018-02-01  3:59am
                "		"THIS IS FOR THE IDIOTS POSTING LOCATION AS UNITED STATES OR NORTH MS.
SUPPOSED TO BE IN NORTH MS. IF POSTING ON THIS SITE.

Location should be you're town or county at least. It's safe to assume we're in the
United States , if we're looking to buy anything off North Ms. CL. Also, this is
NORTH  MS. CL NOT TENNESSEE OR ALABAMA!!!!
Your adds will be flagged. They look like the foreign scammers. 
CL users unite,
Flag Scammers, Spammers and Idiots.    "	2018		 fair	 other		 other				 clean	 other	
"2018-01-08  6:11am
                "	5	Runs great, clean, low miles, v6, $3,000  OR BEST OFFER    	1994					 gas	 139000			 clean	 automatic	
"2018-02-03  4:38am
                "	8	"LIKE NEW INSIDE AND OUT--RUNS AND DRIVES PERFECT--LEATHER INTERIOR WITH HEATED SEATS-SUNROOF--JBL STEREO--VERY CLEAN--LEATHER IS LIKE NEW--NEARLY NEW MICHELIN  TIRES AND BATTERY--98000 ACTUAL MILES--CAR NEEDS NOTHING

NO TEXT OR E-MAIL--CALL  show contact info
"	2004		 like new	 6 cylinders	 fwd	 gas	 98000	 black	 full-size	 clean	 automatic	
"2018-02-03  4:02am
                "	4	"2006 Mitsubishi Galant. 4 cylinder automatic. Around 170k. Everything works, including heat & A/C. Runs & shifts perfect. New timing belt kit, have proof. Just has a little paint missing on the front bumper. Nothing major. This car will take you anywhere you need to go. VERY dependable car! Clean title in hand! Asking $2500 OBO. Call or text  show contact info
.    "	2006		 good	 4 cylinders		 gas		 white		 clean	 automatic	
"2018-02-03  3:09am
                "		"I have a 1987 Honda Magna 700. Needs some tlc to be on the road. I have title in hand. I have videos of it running and riding. I'm asking $1200 obo or trade. I'm looking for a decent fifth wheel camper. But open to all trades. For info and offers please text me at  show contact info
"	1987					 gas				 clean	 manual	
"2018-02-01  2:35am
                "	3	This 03' Infiniti G35 has 166k asking $3500: 03' Nissan Maxima 199k all highway miles: 06' Cadillac STS in Immaculate and superb condition must see 146k $5000 all vehicles have been through a vigorous inspection and have no mechanical issues runs and drives great clean title prices are slightly negotiable let's make a deal!!!! ONLY serious inquiries    	2006		 excellent			 gas				 clean	 automatic	
"2018-02-02 11:48pm
                "	10	"2000 Mazda 


Black and Chrome 2000 Mazda Millinia. Body and interior nice, runs good. Needs tires. The rims are good but the tires will not hold air. My father got very sick and has bill of sale but did not apply for Title. You would have to apply for lost title. Therefore I am selling it at a salvage price. 

*update.... You must bring tires or a trailer to haul it. Don't waste my time, I won't waste yours. 
Tillatoba is about halfway between Grenada and Batesville on Highway 55. 
Daylight hours only. 
$400 or best offer

show contact info
"	2000		 good			 gas	 218444			 salvage	 automatic	
"2018-01-28 10:18pm
                "	6	Nice truck. Leather, heated and cooled seats. Clean. Loaded with extras. Bed cover.    	2010		 excellent	 8 cylinders	 4wd	 gas	 81000	 black	 full-size	 clean	 automatic	
"2018-02-02 11:08pm
                "	3	I'm selling a78 Ford F-150 ranger 4wd 351 modified motor  only call if u serious and got money to buy  do not waste my time    	1978		 good			 gas		 green		 clean	 automatic	
